date_order,ord_no,ord_issue_by,site_no,art_no,order_qty,orderv_amt
2022-10-10,ORD009293,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-11,ORD009348,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-10-11,ORD009352,นางสาวอภิชาติ วงศ์สุนทร,1,2,23,0
2022-10-10,ORD009279,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-11,ORD009347,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-10-12,ORD009429,นายสมชาย แซ่ลิ้ม,2,4,34.5,0
2022-10-11,ORD009351,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-13,ORD009550,นายสมชาย แซ่ลิ้ม,2,2,23,782
2022-10-11,ORD009348,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2022-10-11,ORD009350,นางสาวอภิชาติ วงศ์สุนทร,1,0,69,0
2022-10-11,ORD009348,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2022-10-11,ORD009326,นางสาวอภิชาติ วงศ์สุนทร,1,4,17.25,0
2022-10-11,ORD009342,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-11,ORD009366,นายวรากร แสงวิจิตร,2,1,112.7,0
2022-10-11,ORD009326,นางสาวอภิชาติ วงศ์สุนทร,1,8,20.7,0
2022-10-10,ORD009292,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2022-10-11,ORD009340,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2022-10-12,ORD009456,นางสาววรรณา พิพัฒน์วงศ์,2,0,41.4,0
2022-10-12,ORD009460,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-12,ORD009472,นางสาวอภิชาติ วงศ์สุนทร,2,0,41.4,0
2022-10-12,ORD009472,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2022-10-12,ORD009461,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-12,ORD009459,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2022-10-10,ORD009297,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-12,ORD009473,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2022-10-10,ORD009296,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2022-10-10,ORD009280,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-12,ORD009456,นางสาววรรณา พิพัฒน์วงศ์,2,7,59.8,0
2022-10-12,ORD009473,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-11,ORD009328,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-12,ORD009457,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2022-10-12,ORD009458,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-12,ORD009471,นางสาวอภิชาติ วงศ์สุนทร,3,0,55.2,0
2022-10-10,ORD009295,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-11,ORD009354,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2022-10-12,ORD009471,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-10-12,ORD009471,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-10-13,ORD009500,นายอาทิตย์ รุ่งเรือง,3,6,34.5,0
2022-10-11,ORD009356,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-14,ORD009595,นายอาทิตย์ รุ่งเรือง,1,6,6.9,0
2022-10-14,ORD009594,นายอาทิตย์ รุ่งเรือง,0,6,13.8,0
2022-10-14,ORD009593,นายอาทิตย์ รุ่งเรือง,3,6,13.8,0
2022-10-12,ORD009462,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-15,ORD009679,นายสมชาย แซ่ลิ้ม,2,2,23,782
2022-10-12,ORD009463,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-14,ORD009598,นายสมชาย แซ่ลิ้ม,2,4,34.5,0
2022-10-14,ORD009597,นายสมชาย แซ่ลิ้ม,2,8,41.4,0
2022-10-11,ORD009329,นางสาวอภิชาติ วงศ์สุนทร,1,4,17.25,0
2022-10-11,ORD009357,นางสาวอภิชาติ วงศ์สุนทร,1,8,20.7,0
2022-10-12,ORD009481,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-14,ORD009596,นายพิชัย เกียรติกุล,1,4,17.25,0
2022-10-10,ORD009282,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-12,ORD009479,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2022-10-12,ORD009482,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-10-11,ORD009331,นางสาวอภิชาติ วงศ์สุนทร,3,4,17.25,0
2022-10-12,ORD009479,นางสาวอภิชาติ วงศ์สุนทร,3,0,69,0
2022-10-10,ORD009283,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-11,ORD009355,นางสาวอภิชาติ วงศ์สุนทร,0,8,20.7,0
2022-10-12,ORD009480,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-10-11,ORD009332,นางสาวอภิชาติ วงศ์สุนทร,0,4,17.25,0
2022-10-10,ORD009284,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-12,ORD009482,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-10-11,ORD009358,นางสาวอภิชาติ วงศ์สุนทร,4,8,20.7,0
2022-10-11,ORD009330,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-11,ORD009358,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2022-10-12,ORD009464,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-12,ORD009482,นางสาวอภิชาติ วงศ์สุนทร,4,7,29.9,0
2022-10-14,ORD009635,นางสาวอภิชาติ วงศ์สุนทร,3,7,14.95,0
2022-10-10,ORD009285,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-14,ORD009612,นางสาววรรณา พิพัฒน์วงศ์,3,0,41.4,0
2022-10-14,ORD009635,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-10-15,ORD009676,นายอาทิตย์ รุ่งเรือง,3,6,13.8,0
2022-10-14,ORD009639,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-12,ORD009468,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-12,ORD009465,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-14,ORD009635,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-10-14,ORD009615,นางสาววรรณา พิพัฒน์วงศ์,2,0,27.6,0
2022-10-14,ORD009637,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-10-14,ORD009637,นางสาวอภิชาติ วงศ์สุนทร,2,0,27.6,0
2022-10-16,ORD009745,นายสมชาย แซ่ลิ้ม,2,0,124.2,2732.4
2022-10-12,ORD009466,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-14,ORD009614,นางสาววรรณา พิพัฒน์วงศ์,4,0,27.6,0
2022-10-14,ORD009639,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-10-14,ORD009639,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-10-10,ORD009281,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-14,ORD009637,นางสาวอภิชาติ วงศ์สุนทร,2,7,44.85,0
2022-10-14,ORD009638,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-14,ORD009636,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-10-12,ORD009467,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-14,ORD009638,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2022-10-16,ORD009681,นายอาทิตย์ รุ่งเรือง,3,6,6.9,0
2022-10-14,ORD009633,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-10,ORD009287,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-10,ORD009275,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-12,ORD009469,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-14,ORD009613,นางสาววรรณา พิพัฒน์วงศ์,3,0,13.8,0
2022-10-14,ORD009631,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-10-15,ORD009677,นายพิชัย เกียรติกุล,1,4,34.5,0
2022-10-12,ORD009470,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-10,ORD009286,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-14,ORD009632,นางสาวอภิชาติ วงศ์สุนทร,2,7,29.9,0
2022-10-14,ORD009616,นางสาววรรณา พิพัฒน์วงศ์,2,0,13.8,0
2022-10-17,ORD009754,นายอาทิตย์ รุ่งเรือง,2,6,27.6,0
2022-10-18,ORD009922,นายสมชาย แซ่ลิ้ม,2,5,32.2,1449
2022-10-11,ORD009336,นางสาวอภิชาติ วงศ์สุนทร,2,0,13.8,0
2022-10-17,ORD009753,นายอาทิตย์ รุ่งเรือง,1,6,6.9,0
2022-10-17,ORD009752,นายอาทิตย์ รุ่งเรือง,3,6,27.6,0
2022-10-11,ORD009333,นางสาวอภิชาติ วงศ์สุนทร,1,8,20.7,0
2022-10-11,ORD009334,นางสาวอภิชาติ วงศ์สุนทร,3,4,17.25,0
2022-10-11,ORD009336,นางสาวอภิชาติ วงศ์สุนทร,2,7,14.95,0
2022-10-17,ORD009810,นางสาววรรณา พิพัฒน์วงศ์,2,7,104.65,0
2022-10-18,ORD009922,นายสมชาย แซ่ลิ้ม,2,2,23,782
2022-10-11,ORD009335,นางสาวอภิชาติ วงศ์สุนทร,0,4,17.25,0
2022-10-11,ORD009334,นางสาวอภิชาติ วงศ์สุนทร,3,0,13.8,0
2022-10-17,ORD009809,นางสาวอภิชาติ วงศ์สุนทร,4,0,55.2,0
2022-10-17,ORD009818,นางสาวอภิชาติ วงศ์สุนทร,4,8,20.7,0
2022-10-17,ORD009809,นางสาวอภิชาติ วงศ์สุนทร,4,7,44.85,0
2022-10-17,ORD009812,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2022-10-18,ORD009856,นายอาทิตย์ รุ่งเรือง,0,6,13.8,0
2022-10-17,ORD009821,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-17,ORD009807,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-10-17,ORD009811,นางสาววรรณา พิพัฒน์วงศ์,2,7,74.75,0
2022-10-17,ORD009828,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-17,ORD009820,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2022-10-17,ORD009806,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-10-17,ORD009815,นางสาวอภิชาติ วงศ์สุนทร,0,8,20.7,0
2022-10-17,ORD009835,นางสาวอภิชาติ วงศ์สุนทร,0,4,17.25,0
2022-10-17,ORD009837,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-17,ORD009805,นางสาวอภิชาติ วงศ์สุนทร,3,7,59.8,0
2022-10-17,ORD009819,นางสาวอภิชาติ วงศ์สุนทร,3,3,46,0
2022-10-17,ORD009808,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-17,ORD009822,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-17,ORD009832,นางสาวอภิชาติ วงศ์สุนทร,1,4,34.5,0
2022-10-17,ORD009817,นางสาวอภิชาติ วงศ์สุนทร,1,8,20.7,0
2022-10-17,ORD009816,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-18,ORD009946,นางสาวอภิชาติ วงศ์สุนทร,2,2,115,0
2022-10-17,ORD009838,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2022-10-17,ORD009839,นางสาวอภิชาติ วงศ์สุนทร,4,9,23,0
2022-10-17,ORD009823,นางสาวอภิชาติ วงศ์สุนทร,4,3,46,0
2022-10-17,ORD009833,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-17,ORD009809,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-10-17,ORD009805,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-10-17,ORD009834,นางสาวอภิชาติ วงศ์สุนทร,3,4,34.5,0
2022-10-17,ORD009836,นางสาวอภิชาติ วงศ์สุนทร,3,9,23,0
2022-10-18,ORD009855,นายอาทิตย์ รุ่งเรือง,3,6,6.9,0
2022-10-17,ORD009813,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2022-10-17,ORD009805,นางสาวอภิชาติ วงศ์สุนทร,3,0,82.8,0
2022-10-18,ORD009918,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-10-18,ORD009937,นางสาวอภิชาติ วงศ์สุนทร,0,6,55.2,0
2022-10-17,ORD009841,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-19,ORD010089,นางสาวอภิชาติ วงศ์สุนทร,2,7,44.85,0
2022-10-17,ORD009829,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-18,ORD009916,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-10-17,ORD009840,นางสาวอภิชาติ วงศ์สุนทร,3,9,34.5,0
2022-10-18,ORD009936,นางสาวอภิชาติ วงศ์สุนทร,3,6,89.7,0
2022-10-17,ORD009824,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-18,ORD009915,นางสาวอภิชาติ วงศ์สุนทร,3,0,82.8,0
2022-10-18,ORD009915,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2022-10-18,ORD009924,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2022-10-18,ORD009915,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-10-17,ORD009814,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-18,ORD009916,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-10-18,ORD009940,นางสาวอภิชาติ วงศ์สุนทร,4,6,62.1,0
2022-10-17,ORD009842,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2022-10-18,ORD009939,นางสาวอภิชาติ วงศ์สุนทร,1,6,34.5,0
2022-10-18,ORD009923,นางสาวอภิชาติ วงศ์สุนทร,1,2,23,0
2022-10-18,ORD009918,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2022-10-20,ORD010137,นายสมชาย แซ่ลิ้ม,2,2,23,782
2022-10-17,ORD009825,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-18,ORD009938,นางสาวอภิชาติ วงศ์สุนทร,2,6,200.1,0
2022-10-18,ORD009917,นางสาวอภิชาติ วงศ์สุนทร,2,0,55.2,0
2022-10-18,ORD009947,นางสาวอภิชาติ วงศ์สุนทร,2,0,69,0
2022-10-18,ORD009919,นางสาวอภิชาติ วงศ์สุนทร,4,7,29.9,0
2022-10-17,ORD009843,นางสาวอภิชาติ วงศ์สุนทร,4,9,23,0
2022-10-18,ORD009919,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2022-10-18,ORD009917,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2022-10-20,ORD010137,นายสมชาย แซ่ลิ้ม,2,5,40.25,1690.5
2022-10-17,ORD009827,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-17,ORD009826,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-18,ORD009943,นางสาวอภิชาติ วงศ์สุนทร,2,6,69,0
2022-10-19,ORD010091,นางสาวอภิชาติ วงศ์สุนทร,2,7,59.8,0
2022-10-18,ORD009941,นางสาวอภิชาติ วงศ์สุนทร,3,6,27.6,0
2022-10-18,ORD009926,นางสาวอภิชาติ วงศ์สุนทร,4,8,20.7,0
2022-10-19,ORD010093,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-10-17,ORD009845,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-17,ORD009830,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-17,ORD009846,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-18,ORD009945,นางสาวอภิชาติ วงศ์สุนทร,4,6,13.8,0
2022-10-19,ORD010076,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-19,ORD010093,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-18,ORD009926,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-18,ORD009926,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2022-10-19,ORD010090,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-10-17,ORD009844,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-19,ORD010090,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-10-20,ORD010136,นางสาววรรณา พิพัฒน์วงศ์,3,0,55.2,0
2022-10-19,ORD010090,นางสาวอภิชาติ วงศ์สุนทร,3,5,32.2,0
2022-10-18,ORD009927,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2022-10-19,ORD010073,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-18,ORD009942,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2022-10-19,ORD010074,นางสาวอภิชาติ วงศ์สุนทร,0,3,23,0
2022-10-18,ORD009944,นางสาวอภิชาติ วงศ์สุนทร,1,6,6.9,0
2022-10-19,ORD010092,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-19,ORD010071,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-19,ORD010091,นางสาวอภิชาติ วงศ์สุนทร,2,0,41.4,0
2022-10-20,ORD010126,นายสมชาย แซ่ลิ้ม,2,0,27.6,0
2022-10-19,ORD010091,นางสาวอภิชาติ วงศ์สุนทร,2,5,24.15,0
2022-10-18,ORD009925,นางสาวอภิชาติ วงศ์สุนทร,1,4,34.5,0
2022-10-19,ORD010075,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-20,ORD010138,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-10-18,ORD009928,นางสาวอภิชาติ วงศ์สุนทร,3,4,17.25,0
2022-10-20,ORD010143,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-10-20,ORD010139,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-10-19,ORD010078,นางสาวอภิชาติ วงศ์สุนทร,2,3,23,0
2022-10-20,ORD010139,นางสาวอภิชาติ วงศ์สุนทร,2,7,59.8,0
2022-10-20,ORD010140,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-10-18,ORD009929,นางสาวอภิชาติ วงศ์สุนทร,0,8,20.7,0
2022-10-17,ORD009847,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-20,ORD010138,นางสาวอภิชาติ วงศ์สุนทร,3,5,32.2,0
2022-10-20,ORD010144,นางสาวอภิชาติ วงศ์สุนทร,2,0,41.4,0
2022-10-20,ORD010150,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-20,ORD010140,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-20,ORD010149,นางสาวอภิชาติ วงศ์สุนทร,1,4,34.5,0
2022-10-20,ORD010142,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-10-17,ORD009848,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2022-10-19,ORD010079,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-17,ORD009849,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-20,ORD010141,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2022-10-19,ORD010077,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-18,ORD009930,นางสาวอภิชาติ วงศ์สุนทร,1,8,20.7,0
2022-10-18,ORD009930,นางสาวอภิชาติ วงศ์สุนทร,1,4,34.5,0
2022-10-19,ORD010081,นางสาวอภิชาติ วงศ์สุนทร,1,3,23,0
2022-10-21,ORD010214,นางสาวอภิชาติ วงศ์สุนทร,2,7,44.85,0
2022-10-17,ORD009850,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-17,ORD009831,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-10-18,ORD009932,นางสาวอภิชาติ วงศ์สุนทร,3,2,23,0
2022-10-21,ORD010213,นางสาวอภิชาติ วงศ์สุนทร,3,7,14.95,0
2022-10-21,ORD010215,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-21,ORD010216,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-17,ORD009852,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-17,ORD009851,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-10-18,ORD009931,นางสาวอภิชาติ วงศ์สุนทร,4,8,20.7,0
2022-10-19,ORD010082,นางสาวอภิชาติ วงศ์สุนทร,4,3,23,0
2022-10-19,ORD010072,นางสาวอภิชาติ วงศ์สุนทร,2,2,23,0
2022-10-21,ORD010213,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-10-19,ORD010080,นางสาวอภิชาติ วงศ์สุนทร,3,3,23,0
2022-10-21,ORD010213,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-10-21,ORD010214,นางสาวอภิชาติ วงศ์สุนทร,2,0,27.6,0
2022-10-21,ORD010216,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-10-18,ORD009931,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-10-17,ORD009853,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-10-19,ORD010101,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-10-19,ORD010103,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-10-17,ORD009854,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-10-19,ORD010102,นางสาวอภิชาติ วงศ์สุนทร,2,7,29.9,0
2022-10-19,ORD010104,นางสาวอภิชาติ วงศ์สุนทร,2,7,14.95,0
2022-10-18,ORD009934,นางสาวอภิชาติ วงศ์สุนทร,3,4,34.5,0
2022-10-21,ORD010217,นางสาววรรณา พิพัฒน์วงศ์,3,4,17.25,0
2022-10-20,ORD010145,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-10-18,ORD009935,นางสาวอภิชาติ วงศ์สุนทร,0,4,17.25,0
2022-10-21,ORD010218,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-10-20,ORD010146,นางสาวอภิชาติ วงศ์สุนทร,2,0,41.4,0
2022-10-21,ORD010207,นางสาววรรณา พิพัฒน์วงศ์,2,0,55.2,0
2022-10-18,ORD009935,นางสาวอภิชาติ วงศ์สุนทร,0,8,20.7,0
2022-10-20,ORD010148,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-10-21,ORD010220,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-10-20,ORD010147,นางสาวอภิชาติ วงศ์สุนทร,1,0,41.4,0
2022-10-18,ORD009933,นางสาวอภิชาติ วงศ์สุนทร,1,4,34.5,0
2022-10-21,ORD010219,นางสาววรรณา พิพัฒน์วงศ์,1,4,17.25,0
2022-10-24,ORD010359,นายอาทิตย์ รุ่งเรือง,1,6,6.9,0
2022-10-24,ORD010395,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-10-21,ORD010212,นางสาวอภิชาติ วงศ์สุนทร,4,2,23,0
2022-10-21,ORD010229,นางสาวอภิชาติ วงศ์สุนทร,4,6,34.5,0
2022-10-24,ORD010391,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-10-25,ORD010421,นายอาทิตย์ รุ่งเรือง,3,6,34.5,0
2022-10-21,ORD010210,นางสาวอภิชาติ วงศ์สุนทร,0,2,23,0
2022-10-24,ORD010392,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-10-21,ORD010210,นางสาวอภิชาติ วงศ์สุนทร,0,8,20.7,0
2022-10-21,ORD010211,นางสาวอภิชาติ วงศ์สุนทร,2,2,69,0
2022-10-21,ORD010231,นางสาวอภิชาติ วงศ์สุนทร,2,6,124.2,0
2022-10-25,ORD010420,นายอาทิตย์ รุ่งเรือง,3,3,23,0
2022-10-24,ORD010395,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2022-10-24,ORD010395,นางสาวอภิชาติ วงศ์สุนทร,4,7,44.85,0
2022-10-21,ORD010209,นางสาวอภิชาติ วงศ์สุนทร,3,2,46,0
2022-10-24,ORD010391,นางสาวอภิชาติ วงศ์สุนทร,3,7,59.8,0
2022-10-24,ORD010392,นางสาวอภิชาติ วงศ์สุนทร,0,7,44.85,0
2022-10-24,ORD010392,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-10-24,ORD010394,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-10-21,ORD010208,นางสาวอภิชาติ วงศ์สุนทร,2,7,89.7,0
2022-10-24,ORD010393,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2022-10-21,ORD010230,นางสาวอภิชาติ วงศ์สุนทร,0,6,41.4,0
2022-10-24,ORD010394,นางสาวอภิชาติ วงศ์สุนทร,1,0,124.2,0
2022-10-21,ORD010228,นางสาวอภิชาติ วงศ์สุนทร,1,6,20.7,0
2022-10-25,ORD010577,นางสาวอภิชาติ วงศ์สุนทร,4,7,29.9,0
2022-10-25,ORD010537,นางสาวอภิชาติ วงศ์สุนทร,2,7,74.75,0
2022-10-25,ORD010536,นางสาวอภิชาติ วงศ์สุนทร,2,0,55.2,0
2022-10-25,ORD010545,นางสาวอภิชาติ วงศ์สุนทร,2,2,46,0
2022-10-21,ORD010235,นางสาวอภิชาติ วงศ์สุนทร,2,6,96.6,0
2022-10-27,ORD010807,นายสมชาย แซ่ลิ้ม,2,5,40.25,1288
2022-10-21,ORD010232,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-10-25,ORD010576,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-10-21,ORD010233,นางสาวอภิชาติ วงศ์สุนทร,4,6,27.6,0
2022-10-26,ORD010676,นายอาทิตย์ รุ่งเรือง,4,3,46,0
2022-10-25,ORD010547,นางสาวอภิชาติ วงศ์สุนทร,4,8,20.7,0
2022-10-25,ORD010577,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2022-10-26,ORD010672,นายอาทิตย์ รุ่งเรือง,3,3,23,0
2022-10-25,ORD010423,นายอาทิตย์ รุ่งเรือง,3,9,11.5,0
2022-10-26,ORD010673,นายอาทิตย์ รุ่งเรือง,3,6,34.5,0
2022-10-25,ORD010574,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
